MONTH,DAY_OF_MONTH,DAY_OF_WEEK,TAIL_NUM,FL_NUM,ORIGIN,DEST,DEP_TIME,DEP_DEL15,ARR_TIME,ARR_DEL15,CANCELLED,DIVERTED,DISTANCE,DEP_CENT,ARR_CENT,ARR_DELAY,DEP_DELAY
4.0,9.0,6.0,458,1888.0,1,0,1951.0,0.0,2123.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-27.0,1.0
4.0,9.0,6.0,142,2032.0,3,2,658.0,0.0,1034.0,0.0,0.0,0.0,1029.0,1257.75,671.5,-10.0,-2.0
4.0,9.0,6.0,738,2164.0,1,2,1949.0,0.0,2119.0,0.0,0.0,0.0,509.0,1103.0,671.5,-41.0,-11.0
4.0,9.0,6.0,282,2218.0,4,1,748.0,0.0,1457.0,0.0,0.0,0.0,1927.0,1003.0,1103.0,19.0,17.0
4.0,9.0,6.0,360,2329.0,0,4,1319.0,0.0,1527.0,0.0,0.0,0.0,2182.0,1580.25,1003.0,-23.0,-2.0
4.0,11.0,1.0,281,588.0,4,3,1138.0,0.0,1658.0,0.0,0.0,0.0,1399.0,1003.0,1257.75,27.0,17.0
4.0,11.0,1.0,602,721.0,0,3,1645.0,0.0,1820.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-16.0,-5.0
4.0,11.0,1.0,729,783.0,0,3,1045.0,0.0,1213.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-17.0,-5.0
4.0,11.0,1.0,87,842.0,3,1,1014.0,0.0,1240.0,0.0,0.0,0.0,528.0,1257.75,1103.0,-20.0,-6.0
4.0,9.0,6.0,281,1187.0,3,4,1736.0,0.0,1919.0,0.0,0.0,0.0,1399.0,1257.75,1003.0,-4.0,-1.0
4.0,9.0,6.0,349,1271.0,1,0,1600.0,0.0,1735.0,0.0,0.0,0.0,594.0,1103.0,1580.25,6.0,17.0
4.0,9.0,6.0,299,1363.0,1,4,1214.0,0.0,1418.0,0.0,0.0,0.0,1927.0,1103.0,1003.0,1.0,-1.0
4.0,10.0,7.0,353,1253.0,4,2,2347.0,0.0,747.0,0.0,0.0,0.0,2422.0,1003.0,671.5,-9.0,7.0
4.0,10.0,7.0,315,1336.0,4,2,1518.0,0.0,2317.0,0.0,0.0,0.0,2422.0,1003.0,671.5,31.0,17.0
4.0,10.0,7.0,495,1397.0,3,4,1417.0,0.0,1549.0,0.0,0.0,0.0,1399.0,1257.75,1003.0,-16.0,-3.0
4.0,10.0,7.0,109,1529.0,1,3,957.0,0.0,1043.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-15.0,-3.0
4.0,10.0,7.0,303,1630.0,3,4,915.0,0.0,1131.0,0.0,0.0,0.0,1399.0,1257.75,1003.0,14.0,-5.0
4.0,10.0,7.0,383,1680.0,4,2,1448.0,0.0,2247.0,0.0,0.0,0.0,2422.0,1003.0,671.5,-18.0,-2.0
4.0,10.0,7.0,565,1815.0,3,0,905.0,0.0,1226.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-17.0,-5.0
4.0,10.0,7.0,69,1991.0,3,0,516.0,0.0,831.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-14.0,-4.0
4.0,11.0,1.0,569,1520.0,0,3,2210.0,0.0,2351.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-1.0,0.0
4.0,11.0,1.0,484,1598.0,4,0,624.0,0.0,1354.0,0.0,0.0,0.0,2182.0,1003.0,1580.25,-16.0,-6.0
4.0,11.0,1.0,119,1653.0,1,3,826.0,0.0,927.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-3.0,-4.0
4.0,11.0,1.0,478,1763.0,3,0,1956.0,0.0,2316.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-17.0,-4.0
4.0,6.0,3.0,121,1888.0,1,0,2013.0,0.0,2211.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-7.0,-2.0
4.0,6.0,3.0,210,2017.0,4,1,932.0,0.0,1624.0,0.0,0.0,0.0,1927.0,1003.0,1103.0,-21.0,-2.0
4.0,7.0,4.0,539,1549.0,3,0,1734.0,0.0,2109.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-5.0,-1.0
4.0,7.0,4.0,304,1640.0,1,0,724.0,0.0,918.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-14.0,-1.0
4.0,7.0,4.0,688,1734.0,3,1,1141.0,0.0,1421.0,0.0,0.0,0.0,528.0,1257.75,1103.0,-6.0,-4.0
4.0,7.0,4.0,367,1847.0,4,0,941.0,0.0,1659.0,0.0,0.0,0.0,2182.0,1003.0,1580.25,31.0,17.0
4.0,7.0,4.0,743,2005.0,1,0,1259.0,0.0,1447.0,0.0,0.0,0.0,594.0,1103.0,1580.25,27.0,17.0
4.0,7.0,4.0,293,2101.0,4,3,1319.0,0.0,1843.0,0.0,0.0,0.0,1399.0,1003.0,1257.75,16.0,4.0
4.0,7.0,4.0,242,2193.0,3,4,658.0,0.0,843.0,0.0,0.0,0.0,1399.0,1257.75,1003.0,-6.0,-2.0
4.0,7.0,4.0,250,2283.0,1,0,551.0,0.0,734.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-30.0,-4.0
4.0,7.0,4.0,337,2366.0,0,1,725.0,0.0,917.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-4.0,0.0
4.0,12.0,2.0,647,984.0,0,2,2111.0,0.0,2316.0,0.0,0.0,0.0,760.0,1580.25,671.5,-9.0,17.0
4.0,12.0,2.0,452,1056.0,4,0,1218.0,0.0,2010.0,0.0,0.0,0.0,2182.0,1003.0,1580.25,21.0,13.0
4.0,12.0,2.0,422,1114.0,4,0,1441.0,0.0,2344.0,0.0,0.0,0.0,2182.0,1003.0,1580.25,-2.573123245494884,5.0
4.0,12.0,2.0,704,1122.0,0,3,1205.0,0.0,1338.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-7.0,0.0
4.0,10.0,7.0,402,2413.0,4,2,1138.0,0.0,1931.0,0.0,0.0,0.0,2422.0,1003.0,671.5,-19.0,11.0
4.0,10.0,7.0,599,2515.0,0,1,1616.0,0.0,1802.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-20.0,-4.0
4.0,10.0,7.0,650,2548.0,3,0,1107.0,0.0,1428.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-11.0,-6.0
4.0,10.0,7.0,389,2609.0,0,4,818.0,0.0,1059.0,0.0,0.0,0.0,2182.0,1580.25,1003.0,16.0,8.0
4.0,10.0,7.0,569,2807.0,1,0,1949.0,0.0,2135.0,0.0,0.0,0.0,594.0,1103.0,1580.25,17.0,17.0
4.0,10.0,7.0,420,2848.0,1,3,1952.0,0.0,2033.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-18.0,1.0
4.0,11.0,1.0,679,87.0,1,3,1719.0,0.0,1822.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-5.0,-6.0
4.0,11.0,1.0,314,325.0,1,0,1344.0,0.0,1534.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-17.0,-1.0
4.0,11.0,1.0,138,428.0,2,0,1939.0,0.0,2218.0,0.0,0.0,0.0,760.0,671.5,1580.25,31.0,17.0
4.0,11.0,1.0,399,485.0,2,4,1039.0,0.0,1325.0,0.0,0.0,0.0,2422.0,671.5,1003.0,-34.0,-6.0
4.0,11.0,1.0,389,2350.0,0,2,823.0,0.0,1047.0,0.0,0.0,0.0,760.0,1580.25,671.5,0.0,-2.0
4.0,11.0,1.0,488,2482.0,4,1,2341.0,0.0,635.0,0.0,0.0,0.0,1927.0,1003.0,1103.0,-21.0,-4.0
4.0,11.0,1.0,306,2536.0,3,4,2012.0,0.0,2149.0,0.0,0.0,0.0,1399.0,1257.75,1003.0,26.0,17.0
4.0,11.0,1.0,30,2581.0,0,4,1000.0,0.0,1241.0,0.0,0.0,0.0,2182.0,1580.25,1003.0,10.0,5.0
4.0,11.0,1.0,370,2800.0,2,4,1955.0,0.0,2302.0,0.0,0.0,0.0,2422.0,671.5,1003.0,12.0,17.0
4.0,11.0,1.0,568,2824.0,2,1,858.0,0.0,1121.0,0.0,0.0,0.0,509.0,671.5,1103.0,-3.0,-7.0
4.0,12.0,2.0,131,52.0,1,3,825.0,0.0,911.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-19.0,-5.0
4.0,12.0,2.0,242,281.0,1,4,910.0,0.0,1114.0,0.0,0.0,0.0,1927.0,1103.0,1003.0,10.0,15.0
4.0,12.0,2.0,737,423.0,2,0,1335.0,0.0,1548.0,0.0,0.0,0.0,760.0,671.5,1580.25,-28.0,-5.0
4.0,12.0,2.0,722,436.0,2,3,1118.0,0.0,1329.0,0.0,0.0,0.0,1029.0,671.5,1257.75,-8.0,-2.0
4.0,12.0,2.0,260,496.0,2,0,834.0,0.0,1104.0,0.0,0.0,0.0,760.0,671.5,1580.25,-11.0,4.0
4.0,12.0,2.0,223,629.0,0,1,902.0,0.0,1049.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-12.0,-3.0
4.0,12.0,2.0,648,748.0,0,1,1048.0,0.0,1235.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-14.0,-2.0
4.0,12.0,2.0,536,785.0,3,0,1310.0,0.0,1628.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-22.0,-6.0
4.0,12.0,2.0,557,850.0,1,0,1626.0,0.0,1809.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-26.0,-1.0
4.0,11.0,1.0,283,1847.0,4,0,831.0,0.0,1607.0,0.0,0.0,0.0,2182.0,1003.0,1580.25,7.0,16.0
4.0,11.0,1.0,568,2005.0,1,0,1218.0,0.0,1416.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-4.0,9.0
4.0,11.0,1.0,299,2101.0,4,3,1308.0,0.0,1827.0,0.0,0.0,0.0,1399.0,1003.0,1257.75,0.0,-7.0
4.0,11.0,1.0,224,2193.0,3,4,657.0,0.0,825.0,0.0,0.0,0.0,1399.0,1257.75,1003.0,-24.0,-3.0
4.0,11.0,1.0,218,2283.0,1,0,553.0,0.0,749.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-15.0,-2.0
4.0,12.0,2.0,274,1847.0,4,0,818.0,0.0,1613.0,0.0,0.0,0.0,2182.0,1003.0,1580.25,13.0,3.0
4.0,12.0,2.0,773,2005.0,1,0,1211.0,0.0,1411.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-9.0,2.0
4.0,12.0,2.0,299,2101.0,4,3,1312.0,0.0,1824.0,0.0,0.0,0.0,1399.0,1003.0,1257.75,-3.0,-3.0
4.0,12.0,2.0,221,2193.0,3,4,739.0,0.0,908.0,0.0,0.0,0.0,1399.0,1257.75,1003.0,19.0,17.0
4.0,12.0,2.0,197,2283.0,1,0,550.0,0.0,742.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-22.0,-5.0
4.0,12.0,2.0,290,2366.0,0,1,724.0,0.0,911.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-10.0,-1.0
4.0,12.0,2.0,692,2515.0,0,1,1617.0,0.0,1806.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-16.0,-3.0
4.0,12.0,2.0,651,2554.0,3,0,713.0,0.0,1031.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-24.0,-9.0
4.0,12.0,2.0,305,2625.0,0,3,725.0,0.0,853.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-12.0,0.0
4.0,12.0,2.0,359,1271.0,1,0,1517.0,0.0,1703.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-21.0,-3.0
4.0,12.0,2.0,294,1357.0,3,1,1745.0,0.0,2019.0,0.0,0.0,0.0,528.0,1257.75,1103.0,-12.0,-5.0
4.0,12.0,2.0,261,1465.0,0,1,2101.0,0.0,2302.0,0.0,0.0,0.0,594.0,1580.25,1103.0,5.0,4.0
4.0,12.0,2.0,665,1549.0,3,0,1728.0,0.0,2043.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-31.0,-7.0
4.0,12.0,2.0,301,1640.0,1,0,717.0,0.0,924.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-8.0,-8.0
4.0,12.0,2.0,771,1734.0,3,1,1143.0,0.0,1417.0,0.0,0.0,0.0,528.0,1257.75,1103.0,-10.0,-2.0
4.0,13.0,3.0,353,2164.0,1,2,1951.0,0.0,2138.0,0.0,0.0,0.0,509.0,1103.0,671.5,-16.0,-2.0
4.0,13.0,3.0,431,2266.0,3,0,624.0,0.0,936.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-23.0,-6.0
4.0,13.0,3.0,387,2350.0,0,2,822.0,0.0,1030.0,0.0,0.0,0.0,760.0,1580.25,671.5,-17.0,-3.0
4.0,13.0,3.0,663,2501.0,0,1,1339.0,0.0,1537.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-5.0,-2.0
4.0,13.0,3.0,540,2548.0,3,0,1107.0,0.0,1428.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-11.0,-6.0
4.0,13.0,3.0,483,2609.0,0,4,820.0,0.0,1023.0,0.0,0.0,0.0,2182.0,1580.25,1003.0,-22.0,10.0
4.0,13.0,3.0,479,2811.0,0,3,1344.0,0.0,1521.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-19.0,-8.0
4.0,14.0,4.0,30,16.0,4,0,1048.0,0.0,1834.0,0.0,0.0,0.0,2182.0,1003.0,1580.25,2.0,5.0
4.0,14.0,4.0,541,87.0,1,3,1721.0,0.0,1806.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-21.0,-4.0
4.0,14.0,4.0,290,325.0,1,0,1342.0,0.0,1529.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-22.0,-3.0
4.0,13.0,3.0,307,1357.0,3,1,1752.0,0.0,2035.0,0.0,0.0,0.0,528.0,1257.75,1103.0,4.0,2.0
4.0,13.0,3.0,236,1465.0,0,1,2054.0,0.0,2242.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-15.0,-3.0
4.0,13.0,3.0,654,1549.0,3,0,1727.0,0.0,2100.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-14.0,-8.0
4.0,13.0,3.0,302,1640.0,1,0,723.0,0.0,919.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-13.0,-2.0
4.0,13.0,3.0,389,1680.0,4,2,1447.0,0.0,2256.0,0.0,0.0,0.0,2422.0,1003.0,671.5,-9.0,-3.0
4.0,13.0,3.0,649,1815.0,3,0,905.0,0.0,1226.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-17.0,-5.0
4.0,13.0,3.0,204,1991.0,3,0,517.0,0.0,825.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-20.0,-3.0
4.0,13.0,3.0,602,2074.0,0,3,1743.0,0.0,1935.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-1.0,-7.0
4.0,14.0,4.0,417,1598.0,4,0,633.0,0.0,1416.0,0.0,0.0,0.0,2182.0,1003.0,1580.25,6.0,3.0
4.0,14.0,4.0,300,1667.0,4,3,649.0,0.0,1153.0,0.0,0.0,0.0,1399.0,1003.0,1257.75,-15.0,-1.0
4.0,14.0,4.0,692,1815.0,3,0,906.0,0.0,1235.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-8.0,-4.0
4.0,14.0,4.0,246,1991.0,3,0,517.0,0.0,842.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-3.0,-3.0
4.0,12.0,2.0,357,2800.0,2,4,1920.0,0.0,2222.0,0.0,0.0,0.0,2422.0,671.5,1003.0,-28.0,-5.0
4.0,12.0,2.0,773,2824.0,2,1,903.0,0.0,1117.0,0.0,0.0,0.0,509.0,671.5,1103.0,-7.0,-2.0
4.0,13.0,3.0,484,86.0,3,1,1543.0,0.0,1810.0,0.0,0.0,0.0,528.0,1257.75,1103.0,-14.0,-2.0
4.0,13.0,3.0,660,303.0,3,1,628.0,0.0,911.0,0.0,0.0,0.0,528.0,1257.75,1103.0,3.0,3.0
4.0,13.0,3.0,38,425.0,2,0,1546.0,0.0,1830.0,0.0,0.0,0.0,760.0,671.5,1580.25,-4.0,-4.0
4.0,13.0,3.0,130,478.0,0,2,1744.0,0.0,2000.0,0.0,0.0,0.0,760.0,1580.25,671.5,-15.0,-1.0
4.0,13.0,3.0,315,499.0,2,4,700.0,0.0,956.0,0.0,0.0,0.0,2422.0,671.5,1003.0,-29.0,0.0
4.0,13.0,3.0,634,630.0,1,0,1740.0,0.0,1945.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-9.0,-5.0
4.0,13.0,3.0,720,748.0,0,1,1047.0,0.0,1234.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-15.0,-3.0
4.0,13.0,3.0,646,785.0,3,0,1328.0,0.0,1650.0,0.0,0.0,0.0,907.0,1257.75,1580.25,0.0,12.0
4.0,13.0,3.0,663,850.0,1,0,1626.0,0.0,1828.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-7.0,-1.0
4.0,13.0,3.0,462,945.0,3,1,833.0,0.0,1103.0,0.0,0.0,0.0,528.0,1257.75,1103.0,-19.0,-7.0
4.0,13.0,3.0,321,991.0,0,1,1202.0,0.0,1358.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-9.0,-3.0
4.0,13.0,3.0,121,1096.0,1,3,1158.0,0.0,1240.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-17.0,-2.0
4.0,13.0,3.0,303,1152.0,3,0,1456.0,0.0,1827.0,0.0,0.0,0.0,907.0,1257.75,1580.25,1.0,-4.0
4.0,13.0,3.0,651,1267.0,0,1,1804.0,0.0,1951.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-18.0,-1.0
4.0,14.0,4.0,640,721.0,0,3,1650.0,0.0,1811.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-25.0,0.0
4.0,14.0,4.0,604,783.0,0,3,1047.0,0.0,1208.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-22.0,-3.0
4.0,14.0,4.0,183,842.0,3,1,1016.0,0.0,1251.0,0.0,0.0,0.0,528.0,1257.75,1103.0,-9.0,-4.0
4.0,14.0,4.0,461,902.0,0,1,1453.0,0.0,1638.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-17.0,-2.0
4.0,14.0,4.0,708,984.0,0,2,2051.0,0.0,2317.0,0.0,0.0,0.0,760.0,1580.25,671.5,-8.0,1.0
4.0,14.0,4.0,491,1056.0,4,0,1202.0,0.0,1952.0,0.0,0.0,0.0,2182.0,1003.0,1580.25,3.0,-3.0
4.0,14.0,4.0,490,1114.0,4,0,1433.0,0.0,2212.0,0.0,0.0,0.0,2182.0,1003.0,1580.25,-8.0,-3.0
4.0,14.0,4.0,447,1228.0,4,0,2236.0,0.0,617.0,0.0,0.0,0.0,2182.0,1003.0,1580.25,-1.0,-1.0
4.0,14.0,4.0,183,2468.0,1,3,1339.0,0.0,1418.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-20.0,-6.0
4.0,14.0,4.0,469,2522.0,4,1,1359.0,0.0,2108.0,0.0,0.0,0.0,1927.0,1003.0,1103.0,-6.0,-3.0
4.0,14.0,4.0,566,2554.0,3,0,720.0,0.0,1049.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-6.0,-2.0
4.0,14.0,4.0,431,2618.0,1,4,2001.0,0.0,2210.0,0.0,0.0,0.0,1927.0,1103.0,1003.0,-5.0,-3.0
4.0,14.0,4.0,579,2807.0,1,0,1909.0,0.0,2101.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-17.0,-1.0
4.0,14.0,4.0,433,2848.0,1,3,1951.0,0.0,2043.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-8.0,0.0
4.0,15.0,5.0,779,87.0,1,3,1724.0,0.0,1757.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-30.0,-1.0
4.0,15.0,5.0,361,325.0,1,0,1342.0,0.0,1531.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-20.0,-3.0
4.0,15.0,5.0,394,433.0,2,0,607.0,0.0,826.0,0.0,0.0,0.0,760.0,671.5,1580.25,-18.0,-3.0
4.0,15.0,5.0,449,491.0,2,4,1722.0,0.0,2002.0,0.0,0.0,0.0,2422.0,671.5,1003.0,-22.0,17.0
4.0,15.0,5.0,274,588.0,4,3,1230.0,0.0,1739.0,0.0,0.0,0.0,1399.0,1003.0,1257.75,31.0,17.0
4.0,15.0,5.0,701,721.0,0,3,1648.0,0.0,1823.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-13.0,-2.0
4.0,15.0,5.0,633,783.0,0,3,1049.0,0.0,1208.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-22.0,-1.0
4.0,15.0,5.0,133,842.0,3,1,1017.0,0.0,1259.0,0.0,0.0,0.0,528.0,1257.75,1103.0,-1.0,-3.0
4.0,15.0,5.0,458,902.0,0,1,1450.0,0.0,1629.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-26.0,-5.0
4.0,15.0,5.0,417,945.0,3,1,837.0,0.0,1116.0,0.0,0.0,0.0,528.0,1257.75,1103.0,-6.0,-3.0
4.0,15.0,5.0,457,991.0,0,1,1203.0,0.0,1345.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-22.0,-2.0
4.0,15.0,5.0,168,1096.0,1,3,1157.0,0.0,1228.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-29.0,-3.0
4.0,15.0,5.0,307,1152.0,3,0,1458.0,0.0,1818.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-8.0,-2.0
4.0,15.0,5.0,457,1271.0,1,0,1520.0,0.0,1707.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-17.0,0.0
4.0,15.0,5.0,303,1357.0,3,1,1749.0,0.0,2035.0,0.0,0.0,0.0,528.0,1257.75,1103.0,4.0,-1.0
4.0,15.0,5.0,590,1465.0,0,1,2056.0,0.0,2243.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-15.0,-1.0
4.0,15.0,5.0,581,1549.0,3,0,1730.0,0.0,2055.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-19.0,-5.0
4.0,15.0,5.0,292,1640.0,1,0,721.0,0.0,924.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-8.0,-4.0
4.0,15.0,5.0,392,1680.0,4,2,1451.0,0.0,2307.0,0.0,0.0,0.0,2422.0,1003.0,671.5,2.0,1.0
4.0,15.0,5.0,495,1768.0,4,3,809.0,0.0,1333.0,0.0,0.0,0.0,1399.0,1003.0,1257.75,8.0,-1.0
4.0,16.0,6.0,680,1493.0,3,0,1310.0,0.0,1633.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-16.0,-6.0
4.0,16.0,6.0,370,1531.0,4,1,1150.0,0.0,1901.0,0.0,0.0,0.0,1927.0,1003.0,1103.0,-1.0,-3.0
4.0,16.0,6.0,462,1630.0,3,4,858.0,0.0,1019.0,0.0,0.0,0.0,1399.0,1257.75,1003.0,-25.0,-2.0
4.0,16.0,6.0,397,1680.0,4,2,1443.0,0.0,2311.0,0.0,0.0,0.0,2422.0,1003.0,671.5,9.0,-7.0
4.0,16.0,6.0,496,1768.0,4,3,805.0,0.0,1311.0,0.0,0.0,0.0,1399.0,1003.0,1257.75,-13.0,-5.0
4.0,14.0,4.0,45,425.0,2,0,1545.0,0.0,1825.0,0.0,0.0,0.0,760.0,671.5,1580.25,-9.0,-5.0
4.0,14.0,4.0,110,478.0,0,2,1746.0,0.0,2000.0,0.0,0.0,0.0,760.0,1580.25,671.5,-15.0,1.0
4.0,14.0,4.0,387,499.0,2,4,655.0,0.0,954.0,0.0,0.0,0.0,2422.0,671.5,1003.0,-31.0,-5.0
4.0,15.0,5.0,634,1815.0,3,0,908.0,0.0,1233.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-10.0,-2.0
4.0,15.0,5.0,207,1991.0,3,0,519.0,0.0,839.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-6.0,-1.0
4.0,15.0,5.0,649,2074.0,0,3,1747.0,0.0,1935.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-1.0,-3.0
4.0,15.0,5.0,548,2173.0,0,1,1902.0,0.0,2047.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-19.0,-3.0
4.0,15.0,5.0,299,2266.0,3,0,627.0,0.0,954.0,0.0,0.0,0.0,907.0,1257.75,1580.25,-5.0,-3.0
4.0,15.0,5.0,397,2350.0,0,2,825.0,0.0,1034.0,0.0,0.0,0.0,760.0,1580.25,671.5,-13.0,0.0
4.0,15.0,5.0,420,2482.0,4,1,2343.0,0.0,656.0,0.0,0.0,0.0,1927.0,1003.0,1103.0,0.0,-2.0
4.0,15.0,5.0,372,2528.0,4,0,2336.0,0.0,717.0,0.0,0.0,0.0,2182.0,1003.0,1580.25,6.0,6.0
4.0,15.0,5.0,417,2563.0,4,3,1515.0,0.0,2035.0,0.0,0.0,0.0,1399.0,1003.0,1257.75,-1.0,-5.0
4.0,16.0,6.0,341,2501.0,0,1,1352.0,0.0,1543.0,0.0,0.0,0.0,594.0,1580.25,1103.0,-7.0,0.0
4.0,16.0,6.0,487,2563.0,4,3,1541.0,0.0,2046.0,0.0,0.0,0.0,1399.0,1003.0,1257.75,-14.0,-2.0
4.0,16.0,6.0,353,2800.0,2,4,1932.0,0.0,2157.0,0.0,0.0,0.0,2422.0,671.5,1003.0,-49.0,7.0
4.0,17.0,7.0,33,16.0,4,0,1048.0,0.0,1836.0,0.0,0.0,0.0,2182.0,1003.0,1580.25,4.0,5.0
4.0,17.0,7.0,709,87.0,1,3,1721.0,0.0,1801.0,0.0,0.0,0.0,528.0,1103.0,1257.75,-26.0,-4.0
4.0,17.0,7.0,341,325.0,1,0,1341.0,0.0,1531.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-20.0,-4.0
4.0,17.0,7.0,130,428.0,2,0,1732.0,0.0,2000.0,0.0,0.0,0.0,760.0,671.5,1580.25,-4.0,12.0
4.0,17.0,7.0,394,485.0,2,4,1038.0,0.0,1305.0,0.0,0.0,0.0,2422.0,671.5,1003.0,-49.0,-7.0
4.0,17.0,7.0,462,525.0,0,4,2054.0,0.0,2232.0,0.0,0.0,0.0,2182.0,1580.25,1003.0,-49.0,-1.0
4.0,17.0,7.0,695,630.0,1,0,1742.0,0.0,1939.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-15.0,-3.0
4.0,15.0,5.0,353,2800.0,2,4,1926.0,0.0,2221.0,0.0,0.0,0.0,2422.0,671.5,1003.0,-29.0,1.0
4.0,15.0,5.0,777,2824.0,2,1,858.0,0.0,1046.0,0.0,0.0,0.0,509.0,671.5,1103.0,-38.0,-7.0
4.0,16.0,6.0,456,86.0,3,1,1552.0,0.0,1825.0,0.0,0.0,0.0,528.0,1257.75,1103.0,-7.0,-3.0
4.0,16.0,6.0,114,325.0,1,0,1327.0,0.0,1517.0,0.0,0.0,0.0,594.0,1103.0,1580.25,-16.0,-3.0
4.0,16.0,6.0,122,428.0,2,0,1746.0,0.0,1958.0,0.0,0.0,0.0,760.0,671.5,1580.25,-2.0,17.0
4.0,16.0,6.0,397,485.0,2,4,1052.0,0.0,1321.0,0.0,0.0,0.0,2422.0,671.5,1003.0,-37.0,7.0
4.0,16.0,6.0,277,588.0,4,3,1124.0,0.0,1638.0,0.0,0.0,0.0,1399.0,1003.0,1257.75,9.0,5.0
4.0,16.0,6.0,631,721.0,0,3,1648.0,0.0,1810.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-24.0,-2.0
4.0,16.0,6.0,491,784.0,0,3,833.0,0.0,952.0,0.0,0.0,0.0,907.0,1580.25,1257.75,-26.0,-1.0
